variant,seed,split,margin,n_gold_matches,n_pred_matches,precision,recall,f1,wrong_merge_rate,fragmentation_rate,trajectory_consistency_rate,impossible_transition_rate,n_transitions,n_impossible_transitions,dangling_precision,dangling_recall,n_gold_dangling,n_pred_dangling,n_pred_identities,n_wrong_merges,scenario_id
no_rel,19521023,dev,0.0,111,2,1.0,0.018018018018018018,0.035398230088495575,0.0,0.990990990990991,0.8545454545454545,0.14545454545454545,110,16,0.19230769230769232,1.0,50,260,10,0,sec_dev_0001
no_rel,19521023,dev,0.7,111,23,0.5217391304347826,0.10810810810810811,0.17910447761194032,0.2898550724637681,1.0810810810810811,0.7521206409048068,0.2478793590951932,1061,263,0.23270440251572327,0.74,50,159,69,20,sec_dev_0001
no_rel,19521023,dev,0.0,112,12,0.5,0.05357142857142857,0.09677419354838708,0.3333333333333333,1.0267857142857142,0.7169811320754718,0.2830188679245283,530,150,0.20276497695852536,0.8979591836734694,49,217,30,10,sec_dev_0002
no_rel,19521023,dev,0.7,112,33,0.5454545454545454,0.16071428571428573,0.24827586206896554,0.22784810126582278,1.0535714285714286,0.7568843430369787,0.24311565696302123,1271,309,0.2608695652173913,0.7346938775510204,49,138,79,18,sec_dev_0002
no_rel,19521023,dev,0.0,104,1,1.0,0.009615384615384616,0.01904761904761905,0.08333333333333333,1.0096153846153846,0.7753623188405797,0.2246376811594203,138,31,0.22,0.9649122807017544,57,250,12,1,sec_dev_0003
no_rel,19521023,dev,0.7,104,20,0.55,0.10576923076923077,0.1774193548387097,0.1875,1.1057692307692308,0.7420718816067653,0.25792811839323465,946,244,0.2926829268292683,0.8421052631578947,57,164,64,12,sec_dev_0003
no_rel,19521023,dev,0.0,117,6,0.3333333333333333,0.017094017094017096,0.032520325203252036,0.22580645161290322,1.0683760683760684,0.7921760391198044,0.2078239608801956,409,85,0.17094017094017094,0.9090909090909091,44,234,31,7,sec_dev_0004
no_rel,19521023,dev,0.7,117,39,0.6153846153846154,0.20512820512820512,0.3076923076923077,0.3269230769230769,1.1196581196581197,0.7294322132097335,0.2705677867902665,1726,467,0.3157894736842105,0.6818181818181818,44,95,104,34,sec_dev_0004
no_rel,19521023,dev,0.0,121,7,0.8571428571428571,0.049586776859504134,0.09375000000000001,0.16666666666666666,1.024793388429752,0.7825,0.2175,400,87,0.16736401673640167,1.0,40,239,30,5,sec_dev_0005
no_rel,19521023,dev,0.7,121,44,0.5454545454545454,0.19834710743801653,0.2909090909090909,0.3786407766990291,1.1487603305785123,0.684474123539232,0.31552587646076796,1797,567,0.31521739130434784,0.725,40,92,103,39,sec_dev_0005
no_rel,19521023,dev,0.0,106,4,0.5,0.018867924528301886,0.03636363636363636,0.3,0.9905660377358491,0.79375,0.20625,160,33,0.212,0.9636363636363636,55,250,10,3,sec_dev_0006
no_rel,19521023,dev,0.7,106,22,0.7272727272727273,0.1509433962264151,0.25,0.2318840579710145,1.0471698113207548,0.7425552353506244,0.2574447646493756,1041,268,0.26282051282051283,0.7454545454545455,55,156,69,16,sec_dev_0006
no_rel,19521023,dev,0.0,107,2,1.0,0.018691588785046728,0.03669724770642201,0.125,1.0,0.7880434782608696,0.21195652173913043,184,39,0.2056451612903226,0.9444444444444444,54,248,16,2,sec_dev_0007
no_rel,19521023,dev,0.7,107,28,0.6071428571428571,0.1588785046728972,0.2518518518518518,0.2235294117647059,1.1121495327102804,0.6943396226415095,0.30566037735849055,1325,405,0.29133858267716534,0.6851851851851852,54,127,85,19,sec_dev_0007
no_rel,19521023,dev,0.0,109,8,0.5,0.03669724770642202,0.06837606837606838,0.2222222222222222,0.9724770642201835,0.8206106870229007,0.17938931297709923,262,47,0.19834710743801653,0.9230769230769231,52,242,18,4,sec_dev_0008
no_rel,19521023,dev,0.7,109,36,0.4722222222222222,0.1559633027522936,0.23448275862068965,0.2823529411764706,1.0642201834862386,0.6919298245614035,0.3080701754385965,1425,439,0.29411764705882354,0.6730769230769231,52,119,85,24,sec_dev_0008
no_rel,19521023,dev,0.0,110,11,0.45454545454545453,0.045454545454545456,0.08264462809917356,0.36666666666666664,1.0454545454545454,0.725,0.275,520,143,0.2222222222222222,0.9411764705882353,51,216,30,11,sec_dev_0009
no_rel,19521023,dev,0.7,110,33,0.3939393939393939,0.11818181818181818,0.18181818181818182,0.313953488372093,1.2,0.7378917378917379,0.2621082621082621,1404,368,0.3114754098360656,0.7450980392156863,51,122,86,27,sec_dev_0009
no_rel,19521023,dev,0.0,104,6,0.3333333333333333,0.019230769230769232,0.03636363636363637,0.30434782608695654,1.0673076923076923,0.7366946778711485,0.26330532212885155,357,94,0.23788546255506607,0.9473684210526315,57,227,23,7,sec_dev_0010
no_rel,19521023,dev,0.7,104,26,0.5384615384615384,0.1346153846153846,0.2153846153846154,0.2875,1.125,0.690625,0.309375,1280,396,0.3488372093023256,0.7894736842105263,57,129,80,23,sec_dev_0010
no_rel,19521023,dev,0.0,105,5,0.8,0.0380952380952381,0.07272727272727274,0.125,1.0,0.8243243243243243,0.17567567567567569,296,52,0.2222222222222222,0.9285714285714286,56,234,24,3,sec_dev_0011
no_rel,19521023,dev,0.7,105,37,0.6756756756756757,0.23809523809523808,0.35211267605633795,0.205607476635514,1.0380952380952382,0.7574226152874289,0.24257738471257106,1583,384,0.36082474226804123,0.625,56,97,107,22,sec_dev_0011
no_rel,19521023,test,0.0,110,6,0.8333333333333334,0.045454545454545456,0.08620689655172414,0.0,0.9636363636363636,0.9392523364485982,0.06074766355140187,214,13,0.1814516129032258,0.8823529411764706,51,248,16,0,sec_test_0000
no_rel,19521023,test,0.7,110,29,0.6551724137931034,0.17272727272727273,0.2733812949640288,0.19767441860465115,1.0545454545454545,0.7686915887850467,0.23130841121495327,1284,297,0.26865671641791045,0.7058823529411765,51,134,86,17,sec_test_0000
no_rel,19521023,test,0.0,106,5,0.8,0.03773584905660377,0.07207207207207207,0.2,0.9811320754716981,0.7892857142857143,0.21071428571428572,280,59,0.21940928270042195,0.9454545454545454,55,237,20,4,sec_test_0001
no_rel,19521023,test,0.7,106,34,0.5294117647058824,0.16981132075471697,0.2571428571428572,0.21978021978021978,1.0754716981132075,0.7230443974630021,0.2769556025369979,1419,393,0.31896551724137934,0.6727272727272727,55,116,91,20,sec_test_0001
no_rel,19521023,test,0.0,114,6,0.5,0.02631578947368421,0.05,0.2631578947368421,1.0175438596491229,0.8167330677290836,0.18326693227091634,251,46,0.18951612903225806,1.0,47,248,19,5,sec_test_0002
